,white_first_move,black_move_1,black_move_1_prob,black_move_2,black_move_2_prob,black_move_3,black_move_3_prob,black_move_4,black_move_4_prob,black_move_5,black_move_5_prob,black_first_move,score,rating_diff,turns
29,e4,e5,0.35174121178038,d5,0.1777845864631737,c5,0.14470002439968221,e6,0.10630389177617192,Nf6,0.06991184684784191,c5,17.014693423974194,48,41
30,c4,e5,0.2519386473243157,d5,0.1933443802624739,c5,0.13393271993048964,Nf6,0.1302673583462507,e6,0.10283291823063961,e5,31.014856269178942,-2,101
31,e4,e5,0.3401434402998519,d5,0.2078765407410823,c5,0.14584222790411205,e6,0.10631887015063764,Nf6,0.09346398352848449,e5,38.06247631481658,145,111
32,e4,e5,0.3331097194580509,d5,0.21332545893249008,c5,0.1520828934395119,e6,0.10268822619302938,Nf6,0.10245830798504967,e5,36.862096539283215,79,127
33,c4,e5,0.25105175555457704,d5,0.16509211136019436,c5,0.11890068389811678,e6,0.10319851626773198,Nf6,0.0947548654466412,c6,0.0,59,46
34,c4,e5,0.25339376124425406,d5,0.18768659543555521,c5,0.13326992799908594,Nf6,0.1231000255868309,e6,0.10290816781894162,d5,23.450316398810028,-15,88
35,e4,e5,0.34322609669627213,d5,0.15573636155478474,c5,0.133459804528936,e6,0.10318127156452492,Nf6,0.05559526644175038,e5,43.380512755477504,49,2
36,e4,e5,0.3428919553570896,d5,0.19825707996611494,c5,0.15524740097042578,e6,0.10319901423431556,Nf6,0.08937517501330018,e5,38.571798156808754,3,89
37,c4,e5,0.2537123395461147,d5,0.17395214857425723,c5,0.1285902548542308,Nf6,0.10668196689353181,e6,0.10250229547105359,Nf6,13.937357013346602,-20,60
38,c4,e5,0.2510552697307939,d5,0.16488992520961174,c5,0.12164039293767773,e6,0.10218160431779873,Nf6,0.09593299771089096,e6,13.889027856679913,19,45
39,e3,e5,0.3265956665091239,d5,0.18007424914462472,c5,0.14622216120029471,e6,0.10499583562957587,Nf6,0.08125736225884661,e5,38.92003879892625,-15,49
40,c4,e5,0.2534821797475108,d5,0.17234174580673758,c5,0.12242478003091456,e6,0.10427377892227864,Nf6,0.1020551688940273,Nf6,13.524806682782772,55,58
41,d4,e5,0.30224192621111906,d5,0.1818264647535888,c5,0.1416232293352232,e6,0.1050810227606264,Nf6,0.09187942393236619,d5,22.102474672947352,-11,58
42,c4,e5,0.23299966377622988,d5,0.1397199344364766,c5,0.10814718959511077,e6,0.09422699303478903,Nf6,0.07513698380549666,b6,0.0,12,12
43,d4,e5,0.3021370324515421,d5,0.17578961168790827,c5,0.13866202041584746,e6,0.1050191024138771,Nf6,0.08602733837081805,d5,21.765969622371166,-5,46
44,c4,e5,0.25272641854930844,d5,0.16966556757023082,c5,0.1287971347743408,Nf6,0.10317000257485479,e6,0.10129231518122339,d5,22.45288752091231,-48,52
45,c4,e5,0.25475436528803364,d5,0.18785730584398702,c5,0.11968160266933964,Nf6,0.11449483436372146,e6,0.1083664732540648,c5,15.243062385628347,174,89
46,c4,e5,0.24798667938888533,d5,0.158594871782445,c5,0.12039863072975751,e6,0.10012627104072744,Nf6,0.09100010568421861,Nf6,12.672228736962204,-8,35
47,e4,e5,0.3478701226833206,d5,0.1884048077798152,c5,0.15460179661019596,e6,0.10367932694412228,Nf6,0.08088485520912075,e5,39.73656234441377,-23,65
48,e4,e5,0.34461975290659164,d5,0.19222297994524504,c5,0.1598427889763911,e6,0.10168237310001013,Nf6,0.08619830496424918,e5,38.95918168119896,-70,75
49,d4,e5,0.3006848306808847,d5,0.18870310449710717,c5,0.1457876049189047,e6,0.10422693575604974,Nf6,0.09979077966189182,d5,22.48625132018481,-32,73
50,c4,e5,0.2459711380581116,d5,0.2055375531212783,Nf6,0.14854560990339016,c5,0.1353687946418775,e6,0.10123631113878158,a5,0.0,14,132
51,e4,e5,0.35076237607636707,d5,0.18106627680943033,c5,0.14977037607857707,e6,0.10495330817845891,Nf6,0.07376423025381794,e5,40.77131481238197,3,48
52,c4,e5,0.24625955443964603,d5,0.15556468949755534,c5,0.12161589415300889,e6,0.09839173839983953,Nf6,0.08959252004695563,c6,0.0,-48,30
53,c4,e5,0.24957207164812073,d5,0.19398808002149084,c5,0.14301675015460216,Nf6,0.13800296784922983,e6,0.09903809379656844,e5,30.301921851806195,-119,104
54,d4,e5,0.30108890218822054,d5,0.18967881989968496,c5,0.14247010794472545,e6,0.10555102854057868,Nf6,0.0989994477892852,d5,22.640423417131654,13,75
55,c4,e5,0.25330680374725173,d5,0.1774505218563025,e6,0.11448977233062958,c5,0.09970681667647563,Nf6,0.09400560467969188,e6,15.493375393631592,431,74
56,e4,e5,0.3413239667513285,d5,0.19358153590049976,c5,0.1667493022807167,e6,0.09897562063896193,Nf6,0.09053527219398413,e5,38.30084210009028,-144,80
57,c4,e5,0.25445146286830983,d5,0.1898153837723148,c5,0.12117393542312795,Nf6,0.11744800292557682,e6,0.10795579670960552,e6,13.650696888848762,161,93
58,e4,e5,0.334603499659359,d5,0.20603379332946167,c5,0.16162354481289398,Nf6,0.10025621518169486,e6,0.09967177451896814,e5,37.08796755837427,-52,111
59,c4,e5,0.2498120671375324,d5,0.16221256003225334,c5,0.11969450362043867,e6,0.10184145148638124,Nf6,0.09311059140535048,g6,0.0,28,41
60,d4,e5,0.30109201666788016,d5,0.17897128652208055,c5,0.15041068051058268,e6,0.10156939849126255,Nf6,0.09350236032249187,d5,21.679148386981222,-131,52
61,e4,e5,0.3336858568016917,d5,0.20911005332373156,c5,0.15823794053931275,Nf6,0.10159332222891287,e6,0.10064685113688866,e5,36.94181919598859,-5,118
62,c4,e5,0.24991515651399374,d5,0.16257378390397975,c5,0.11811541721913328,e6,0.10252238706358963,Nf6,0.09261486348474088,c5,16.27513372348263,53,42
63,c4,e5,0.24967643501432057,d5,0.1618186685576504,c5,0.12113223791988582,e6,0.10120128441995958,Nf6,0.09351452908948728,e5,34.32718563411421,5,40
64,e4,e5,0.3483447359702374,d5,0.16959777230387765,c5,0.16279441459828325,e6,0.09877493295430455,Nf6,0.07072722570057753,e5,40.970209854916035,-203,24
65,c4,e5,0.2536228611519537,d5,0.17295456300878762,c5,0.12311397720240233,e6,0.10419362844047064,Nf6,0.10291885142429683,e5,33.51236264016665,49,59
66,e4,e5,0.34691334769880305,d5,0.191406135541879,c5,0.1537614371180703,e6,0.10402973468285814,Nf6,0.08290484000521241,e5,39.466124278084976,-2,72
67,d4,e5,0.30230106413315805,d5,0.18277312840276777,c5,0.14085856187193851,e6,0.10549179140557899,Nf6,0.09229515325864379,d5,22.188752874146395,3,60
68,c4,e5,0.24714259328148144,d5,0.20462254692396464,Nf6,0.1453855528605949,c5,0.133479504203339,e6,0.1022730608418177,c5,16.0258112696107,38,129
69,e4,e5,0.3379577094717179,d5,0.20191741206455147,c5,0.16137872829984845,e6,0.10034160470537858,Nf6,0.09588862894467273,e6,11.180321361869023,-59,100
70,e4,e5,0.35013148777049546,d5,0.18375790061955,c5,0.15069761349105423,e6,0.10487969517395472,Nf6,0.07594795258732595,e6,12.119010836862385,4,54
71,c4,e5,0.24957617722469866,d5,0.16189868933836815,c5,0.1177154815427775,e6,0.1023937702838005,Nf6,0.09196584030829161,e5,34.493288849580374,54,41
72,c4,e5,0.24699895748954667,d5,0.15722665914803283,c5,0.1161802251322153,e6,0.10093904828887512,Nf6,0.08820476301638167,e6,14.22579066192545,42,34
73,e4,e5,0.3513494626338794,d5,0.17179598351545722,c5,0.1421665289530395,e6,0.10597833459935938,Nf6,0.06561026278662402,e6,12.66319298650419,47,29
74,e4,e5,0.34942588119229895,d5,0.17445509666520592,c5,0.1591677532151316,e6,0.10083588294077425,Nf6,0.0726229999441525,e5,40.79658785258757,-137,34
75,c4,e5,0.2544074634539172,d5,0.18054547830237486,c5,0.128298513767459,Nf6,0.11256298538170277,e6,0.10395958262522191,e5,32.625793598766755,19,73
76,e4,e5,0.34714658170355595,d5,0.19099852978355364,c5,0.15355210521003176,e6,0.10411029245174434,Nf6,0.08249109877761757,Nf6,9.392147275783966,-1,71
77,Nf3,e5,0.5270153505028863,d5,0.16969097956329046,c5,0.16146261960666583,e6,0.08203923159515134,Nf6,0.031314983445963465,Nf6,3.223287368056061,110,82
78,e4,e5,0.3530236635729002,d5,0.1816709540733591,c5,0.1318520798326304,e6,0.1116592651198435,Nf6,0.06792831057704833,f6,0.0,229,50
79,Nf3,e5,0.5384779659683396,c5,0.1672784775568221,d5,0.15302779568337938,e6,0.08058226034341345,Nf6,0.02653394494067904,e6,8.342708692482438,-24,35
80,b3,e5,0.18227683886730867,d5,0.15206891509819978,Nf6,0.1316477170894325,c5,0.11330142098213258,e6,0.0889569896046513,Nf6,19.700313714943462,-181,61
81,Nf3,e5,0.5368420312969628,c5,0.17403162781340245,d5,0.15013523401545464,e6,0.07856920433035879,Nf6,0.02649525492051518,d5,15.540769616106076,-111,28
82,d4,e5,0.30334282988886246,d5,0.1805529813406391,c5,0.12523123801785235,e6,0.11091984949633818,Nf6,0.08375606501222788,f6,0.0,196,57
83,Nf3,e5,0.5283861119686517,c5,0.1768406977363373,d5,0.15788782471338939,e6,0.07767221879238748,Nf6,0.029517620535681455,c5,18.225279025411147,-107,52
84,Nf3,e5,0.5308202399345309,c5,0.16839921456580148,d5,0.16106927507275726,e6,0.08013785203284142,Nf6,0.029373406237578156,d5,16.60850454648057,-2,59
85,f3,e5,0.36245057943587583,d5,0.1913095970656017,c5,0.17446917470421971,e6,0.09633245416202309,Nf6,0.08216769044720942,e5,39.97339681887383,-187,76
86,g3,e5,0.4121612818335097,c5,0.19474456912276555,d5,0.1605904356463281,e6,0.08774571193965196,Nf6,0.05348469064919797,Nf6,5.885674018971137,-433,8
87,Nf3,e5,0.5217816143816606,d5,0.1737216614199335,c5,0.16331513216595833,e6,0.08122434284547848,Nf6,0.03311612991161895,d6,0.0,103,94
88,Nf3,e5,0.5193395521896217,d5,0.1719844509490686,c5,0.16957228428033408,e6,0.07930338845490496,Nf6,0.03356422675232161,b6,0.0,26,91
89,d4,e5,0.3028292234034511,d5,0.1969114383798386,e6,0.11953295580511608,c5,0.11031046547282046,Nf6,0.08879899027245171,f6,0.0,488,93
90,b4,e5,0.20738866058192906,d5,0.16777822942298223,Nf6,0.13071951659439343,c5,0.11849399961702907,e6,0.09658205254245872,Nf6,18.13125149670621,-69,74
91,Nf3,e5,0.5536620403214204,d5,0.14898911216670763,c5,0.14277530970603647,e6,0.08830404048606166,Nf6,0.02228262319289141,d6,0.0,246,19
92,e4,e5,0.34811951650414946,d5,0.188910615050503,c5,0.1529782883223147,e6,0.10430229366600177,Nf6,0.08062027983876847,Nf6,9.214472963994472,-2,66
93,c4,e5,0.24858549031235144,d5,0.16068864276283296,c5,0.14920491680920153,Nf6,0.1059711568973388,e6,0.0920601455398109,Nf6,14.007892499043878,-361,34
94,e4,e5,0.3499556794082737,d5,0.17961577711881996,c5,0.1549404190111944,e6,0.10296753868550479,Nf6,0.07461252526505317,e5,40.59377699503494,-64,45
95,d4,e5,0.30364282897213746,d5,0.18412743988574914,c5,0.1199332860723283,e6,0.11368330368476084,Nf6,0.08396096078005062,e6,14.116050350786224,288,65
96,e4,e5,0.3485450222604369,d5,0.18306156785703623,c5,0.15837336790418538,e6,0.10206899503678224,Nf6,0.07831207243225238,e5,40.04602826326395,-88,53
97,e4,e5,0.35177456660340045,d5,0.1801397551534526,c5,0.1439991205371582,e6,0.10691090317610431,Nf6,0.07114493011333202,e6,12.519291528733373,68,46
98,e4,e5,0.34200872920160397,d5,0.19753161132836025,c5,0.15879705251450923,e6,0.10181789870854964,Nf6,0.0904108685011308,e5,38.40351727534762,-41,88
99,e4,e5,0.3444167588306395,d5,0.15720342317780328,c5,0.13512110148551115,e6,0.10331592504426951,Nf6,0.05662366801564851,c5,16.960505198768153,39,4
100,Nf3,e5,0.540546773866978,d5,0.15909341621273868,c5,0.15488903944515278,e6,0.08448261058358279,Nf6,0.026749758227350113,d5,16.47336324895171,145,50
101,e4,e5,0.3492720727098572,d5,0.16581413143011223,c5,0.11912323315948263,e6,0.11231505378515025,Nf6,0.05593863557037094,e5,43.52499960537502,313,22
102,Nf3,e5,0.5370187080484163,c5,0.1635635415818913,d5,0.15739634564566266,e6,0.08171024452319914,Nf6,0.027432600298883184,Nc6,0.0,37,47
103,e4,e5,0.34946317336810867,d5,0.1864049353547215,c5,0.15079070163332176,e6,0.10502529329349708,Nf6,0.07787906042872006,e6,12.077937248504666,14,60
104,Nf3,e5,0.5247230315175544,d5,0.17176028758063058,c5,0.16185112925759304,e6,0.08181215136792151,Nf6,0.032131383536235805,g6,0.0,113,88
105,e4,e5,0.34493124459021396,d5,0.1895411000723625,c5,0.16280088241280086,e6,0.10062448986823869,Nf6,0.08520301403519759,e5,39.05910531949148,-113,69
106,e4,e5,0.3485932696193432,d5,0.18124540707297956,c5,0.15989193946929028,e6,0.10140363148264202,Nf6,0.07754698796099367,e5,40.12902032774575,-113,49
107,e4,e5,0.34323503971307967,d5,0.20163364966616576,c5,0.1485587704976078,e6,0.1057304382142458,Nf6,0.08916616683888688,e5,38.63849390820365,94,96
108,d4,e5,0.29680139858492816,d5,0.19792120088046725,c5,0.14814347067401445,Nf6,0.11033303154943037,e6,0.10330449111453861,d5,23.108040940337602,-28,95
109,e4,e5,0.35240212360353224,d5,0.18283777142294463,c5,0.13762268271390568,e6,0.10963028252604326,Nf6,0.07063211776808762,e5,41.307209691060734,160,52
110,e4,e5,0.3488828563193424,d5,0.17392840437308818,c5,0.16199096646517602,e6,0.09983196001839834,Nf6,0.0732173533637067,d5,20.27488395762072,-171,33
111,e4,e5,0.3480369822027161,d5,0.19665542239314734,c5,0.14113441896624232,e6,0.10904395175855533,Nf6,0.0816541464212099,e5,39.70645597972056,171,83
112,e4,e5,0.34685655178847474,d5,0.19231152676566562,c5,0.15259910804626278,e6,0.10447542960359402,Nf6,0.08314035488677485,e5,39.4431735877532,15,74
113,e4,e5,0.34385077319838847,d5,0.15655054983723563,c5,0.14109803531689993,e6,0.10114525002519661,Nf6,0.057918020067495316,e5,42.951139733587866,-40,2
114,e4,e5,0.3454941869925959,d5,0.19892496105846685,c5,0.14635588684601109,e6,0.1068151121252543,Nf6,0.0858037343728252,e5,39.109868685863354,113,89
115,e4,e5,0.34850509881932007,d5,0.16342728188155878,c5,0.1316122807223003,e6,0.10700827714973071,Nf6,0.05836449611609429,e5,43.082901155827614,128,15
116,e4,e5,0.3484434896809033,d5,0.1876027519268792,c5,0.1534832696321292,e6,0.10407465373414024,Nf6,0.07982266579604937,e5,39.893838545545975,-13,63
117,d4,e5,0.3018083620362978,d5,0.1855922926544795,c5,0.1426146645532368,e6,0.10517829643644701,Nf6,0.09546213388945556,d5,22.342864989566667,-6,66
118,e4,e5,0.34759081546946746,d5,0.1892616274388765,c5,0.15445210667468945,e6,0.10375227269419653,Nf6,0.08149139324404035,e5,39.65450038167727,-18,67
119,e4,e5,0.3515481705014635,d5,0.1733517651627389,c5,0.14320435550040983,e6,0.10597993225341279,Nf6,0.06680396239355561,c5,17.03013051160858,43,32
120,e4,e5,0.3354473040888133,d5,0.20488573206285024,c5,0.16182644159818554,e6,0.09975849705749805,Nf6,0.09916032452750059,e5,37.22732023803388,-57,108
121,e4,e5,0.34063068957143894,d5,0.1910375089468378,c5,0.172267568606535,e6,0.09705400601407928,Nf6,0.09072662300042852,e5,38.1994422269454,-213,75
122,c4,e5,0.25239072986139666,d5,0.16888532280096347,c5,0.13291895273743495,Nf6,0.10463790972376028,e6,0.09968142543994923,e5,33.27435176425197,-107,50
123,e4,e5,0.34973168205131616,d5,0.17820791483796683,c5,0.15681222253943344,e6,0.10215632878877957,Nf6,0.07431152358441413,e5,40.608882205347285,-92,42
124,e4,e5,0.3440175475144045,d5,0.19576878164794848,c5,0.15611741096751655,e6,0.10299534865504778,Nf6,0.08758559148132923,e5,38.80693656331234,-15,83
125,e4,e5,0.3494932887240083,d5,0.18504295260063483,c5,0.15226206406952494,e6,0.10440107368950072,Nf6,0.07745087763805046,e5,40.23406267592596,-9,57
126,e4,e5,0.3467648865021819,d5,0.189996909502163,c5,0.15631250570471034,e6,0.10305563371378335,Nf6,0.08284236298332516,e6,11.724559909413943,-37,69
127,e4,e5,0.35242414466875505,d5,0.18237201662446395,c5,0.13776761692090558,e6,0.10951442828225914,Nf6,0.07039129665756923,e5,41.34155455002929,156,51
128,e4,e5,0.3065442970222102,d5,0.22441066753682892,c5,0.17299114308004754,Nf6,0.13284465447298635,e6,0.08960136889088001,e5,33.09012315231259,-165,172
129,e4,e5,0.35194633172464124,d5,0.1736771638961621,c5,0.13904176605878804,e6,0.10749831903446977,Nf6,0.06568289377056678,e5,42.0060646481957,96,33
130,e4,e5,0.3422804250665367,d5,0.19062722727473555,c5,0.1686853413017682,e6,0.09840582899995415,Nf6,0.08872231330456606,e5,38.5138162266834,-175,73
131,e4,e5,0.35043920889901514,d5,0.17402565422203986,c5,0.15297762366235446,e6,0.10280810792344625,Nf6,0.07032014739684245,e5,41.20047769716149,-69,33
132,d4,e5,0.3001928134634582,d5,0.1986836213185798,c5,0.13300375565039654,e6,0.10963774439814568,Nf6,0.1023390214630168,d5,23.54470385493312,169,95
133,a3,e5,0.12781943677753754,d5,0.11520296944267938,Nf6,0.1113583376262558,c5,0.07898234924580777,c6,0.0746845402620752,d5,22.6756236776576,-93,45
134,e4,e5,0.3478265026602395,d5,0.18200952366781656,c5,0.16223857792231314,e6,0.10064216712038007,Nf6,0.0789852402608442,d5,20.8797870418061,-136,51
135,d4,e5,0.30038628706878445,d5,0.1955286774048762,c5,0.137546635404852,e6,0.10771401960442126,Nf6,0.10184860384140305,d5,23.193719942451803,98,88
136,e4,e5,0.3303075274064934,d5,0.21325685798443333,c5,0.15758582979551758,Nf6,0.10578015644717828,e6,0.10017492172533335,d5,23.50960352075073,11,129
137,e4,e5,0.3530369651540656,d5,0.18874926147730456,c5,0.12253679327898463,e6,0.11635210715053979,Nf6,0.06888144616122918,e5,41.55543918812821,388,66
138,e4,e5,0.352366929740391,d5,0.18692020372117749,c5,0.13353098550250417,e6,0.11168079434646468,Nf6,0.0717583582256901,e5,41.15199268418508,231,61
139,e4,e5,0.35202175629678434,d5,0.17504420030423865,e6,0.11811817618974427,c5,0.11178330716141816,Nf6,0.05797097988559129,e5,43.196117366372114,476,41
140,e4,e5,0.3394320393265693,d5,0.20431230241129267,c5,0.15390866919789425,e6,0.10320498650848954,Nf6,0.09432385852685833,Nf6,10.536837615473637,36,104
141,e4,e5,0.3451497883292504,c5,0.17860406675968254,d5,0.1709456096697182,e6,0.09419299898880691,Nf6,0.0767408118790037,c6,0.0,-362,28
142,d4,e5,0.302840903579297,d5,0.17737892913704842,c5,0.1197814854568684,e6,0.1122644516664553,Nf6,0.07937202067774453,d5,22.40657675287504,255,52
143,e4,e5,0.34729486858062625,d5,0.20559230651208388,c5,0.12617201173050885,e6,0.11540210421758591,Nf6,0.08181287786335445,c5,14.398691209658224,400,103
144,e4,e5,0.35258847835777113,d5,0.17513902408819365,c5,0.11983134381620002,e6,0.11494103511966589,Nf6,0.0604911387440339,e5,42.842323881474165,359,39
145,e3,e5,0.30643331217206654,d5,0.19540054837556806,c5,0.1873487700010093,Nf6,0.11645653391086108,e6,0.0898523459815271,e6,10.0338579354342,-419,96
146,d4,e5,0.30224364039026036,d5,0.18230325129049363,c5,0.14148388188400104,e6,0.1051993568852155,Nf6,0.09220004369717526,e6,12.775747135350487,-7,59
147,e4,e5,0.3494033646844777,d5,0.1882163526132045,c5,0.14872260568654136,e6,0.10589193518142612,Nf6,0.0784032876326606,c6,0.0,46,64
148,Nf3,e5,0.5412806755403478,c5,0.17258114740874164,d5,0.14526937641437193,e6,0.07889543692670703,Nf6,0.024783554695059395,d5,15.088059700086905,-119,13
149,e3,e5,0.32731637330861396,d5,0.17948625728177658,c5,0.14018372542828383,e6,0.10705387685647147,Nf6,0.07852273717888736,e5,39.314308356444336,56,48
150,e4,e5,0.3466257288328194,d5,0.1940991493616238,c5,0.15061390081242285,e6,0.10523401139254701,Nf6,0.08373217715813942,Nf6,9.511723805269245,45,78
151,e4,e5,0.35065317678527097,d5,0.18380712370150248,c5,0.14802886572531115,e6,0.10586051719812517,Nf6,0.0749989677580314,e5,40.615477456388476,36,54
152,d4,e5,0.30278136800737177,d5,0.17757077642414387,c5,0.11713309827592013,e6,0.11333330761039342,Nf6,0.07841740912390972,d5,22.499073223899664,294,53
153,f4,e5,0.3993130029414803,d5,0.1752972319076499,c5,0.15311968021409506,e6,0.10321165655265958,Nf6,0.05676092896251751,d5,19.747295044615857,34,35
154,d4,e5,0.3020587146524176,d5,0.17743157454837785,c5,0.14202889523531217,e6,0.10419313337649454,Nf6,0.08864283130213993,d5,21.787984608589717,-38,49
155,g3,e5,0.4216598026537939,d5,0.1774545635809648,c5,0.1532042514886473,e6,0.10236498963937084,Nf6,0.0523643573761726,e5,46.487045784304094,84,43
156,g4,e5,0.43312593957753465,d5,0.18285993010003065,c5,0.16911376499379482,e6,0.09481373183075176,Nf6,0.054608299515440925,e5,46.34734060509191,-41,65
157,e4,e5,0.3477392293985503,d5,0.1847264663393724,c5,0.15968419278658877,e6,0.10169204335257094,Nf6,0.08006554522626966,e5,39.79130955043026,-96,57
158,d4,e5,0.29737640084317835,d5,0.19483662512835986,c5,0.15100766365908994,Nf6,0.10869707568473452,e6,0.1022707235554927,d5,22.809558741058755,-73,88
159,e4,e5,0.3507519295665691,d5,0.18654346904732916,c5,0.14445909865773968,e6,0.10741480587745862,Nf6,0.07556547925718352,e5,40.56179266786734,91,60
160,e4,e5,0.3333776426425771,d5,0.21391684999839683,c5,0.15049897865500364,e6,0.10331425944570534,Nf6,0.10213208400148553,e5,36.90909514848737,100,128
161,e4,e5,0.3092333738682681,d5,0.22315954787616488,c5,0.1719086203257554,Nf6,0.12980366393097476,e6,0.09061043610345891,e5,33.44091521632133,-152,167
162,e4,e5,0.33709586075310555,d5,0.19217094604332713,c5,0.178696434196458,Nf6,0.09487898108691885,e6,0.09457754826442073,e5,37.562785208509844,-279,80
163,e4,e5,0.35021184478371503,d5,0.16751168916081738,c5,0.14034933351177722,e6,0.1054376202961243,Nf6,0.06279792410885711,e5,42.38270357127911,44,21
164,f4,e5,0.38994877474308987,d5,0.1969642553600495,c5,0.15225683645464408,e6,0.10387420683158369,Nf6,0.06986068763523003,d5,21.575553526414627,127,87
165,e4,e5,0.3503699689644574,d5,0.18332621949180655,c5,0.14994856373568066,e6,0.10511583915405573,Nf6,0.07537059773845457,e5,40.545923279967894,11,53
166,d4,e5,0.3031997531801554,d5,0.18297741843528204,c5,0.13149398878323446,e6,0.10899604530730307,Nf6,0.0882365068502149,e5,37.206819469392094,124,61
