,white_first_move,black_move_1,black_move_1_prob,black_move_2,black_move_2_prob,black_move_3,black_move_3_prob,black_move_4,black_move_4_prob,black_move_5,black_move_5_prob,black_first_move,score,rating_diff,turns
27,e4,e5,0.3514873046219122,d5,0.19339656020870602,c5,0.14137979924333974,e6,0.10966305486558495,Nf6,0.07279190857547004,e5,40.46043143190663,181,67
28,e4,e5,0.3474023337854624,d5,0.18941852950889987,c5,0.16319250092060286,e6,0.10274237271207973,Nf6,0.07683532261601414,e5,39.49589187115378,-80,56
29,e4,e5,0.3470189978756044,d5,0.1793018566575118,c5,0.14979218626751306,e6,0.10803822494440292,Nf6,0.06496420161104749,c5,17.640967810176182,48,41
30,c4,e5,0.23906041020055446,d5,0.20437251634838174,Nf6,0.16639477977523495,c5,0.14563659631436357,e6,0.1026523014125019,e5,27.858732609529635,-2,101
31,e4,e5,0.3494118912081985,d5,0.20145307720137742,c5,0.13999590634002732,e6,0.10695460455973867,Nf6,0.07339351582758097,e5,40.10655229211487,145,111
32,e4,e5,0.3474810708688289,d5,0.20314420284361628,c5,0.1430108898795959,e6,0.10463242488749867,Nf6,0.07340994613825322,e5,39.86344243536865,79,127
33,c4,e5,0.24137960890085491,d5,0.19332059804284996,Nf6,0.16048498668010924,c5,0.14590026418284124,e6,0.10690333491197977,c6,0.0,59,46
34,c4,e5,0.23884466362924386,d5,0.20267104126792748,Nf6,0.1702691289909735,c5,0.14814188805374318,e6,0.10227533407913501,d5,23.5062117809408,-15,88
35,e4,e5,0.3485828655099692,d5,0.17834402440644598,c5,0.15629421374297842,e6,0.10780275109954483,Nf6,0.07269370245540448,e5,40.358432290553026,49,2
36,e4,e5,0.3477969163101273,d5,0.19443197302851498,c5,0.15223884544115496,e6,0.10434050816135998,Nf6,0.07316902267442373,e5,39.886007356464354,3,89
37,c4,e5,0.2391552330594623,d5,0.1977060795857741,Nf6,0.1722531450453821,c5,0.15136863475002174,e6,0.10284943666837457,Nf6,19.95212032878601,-20,60
38,c4,e5,0.2404320264547871,d5,0.194003229505451,Nf6,0.16627933750463933,c5,0.14942206270462025,e6,0.10513206756241082,e6,12.292284827588924,19,45
39,e3,e5,0.3211314723551998,d5,0.1914004117239456,c5,0.15813448660117166,e6,0.10598947753304767,Nf6,0.09207037764661587,e5,36.96578539888113,-15,49
40,c4,e5,0.2410040441656764,d5,0.19693683027262143,Nf6,0.16494894215482303,c5,0.14561529780067387,e6,0.10589137939275431,Nf6,19.30590110731794,55,58
41,d4,e5,0.2936943198416542,d5,0.19607621666812705,c5,0.1561738267330176,Nf6,0.11388797575739715,e6,0.10592546673174331,d5,22.64792940588713,-11,58
42,c4,e5,0.239587710776042,d5,0.18805671543630956,Nf6,0.16966960435763,c5,0.15284845707657485,e6,0.10509108401764601,b6,0.0,12,12
43,d4,e5,0.2939269880396358,d5,0.19349428433397833,c5,0.15669290418754872,Nf6,0.1131046294341607,e6,0.10655196609998487,d5,22.401115039422542,-5,46
44,c4,e5,0.23837282234603507,d5,0.19644118959319887,Nf6,0.17592526045295612,c5,0.1544070093988565,e6,0.10182798756847809,d5,22.658249101016498,-48,52
45,c4,e5,0.24279791574185738,d5,0.20009503293951156,Nf6,0.14886539799274948,c5,0.13305298510091473,e6,0.10994839984461152,c5,15.939075647882337,174,89
46,c4,e5,0.239787289449645,d5,0.19213010022757437,Nf6,0.16877262409074606,c5,0.15244957779986232,e6,0.10432479282785236,Nf6,19.68275617764496,-8,35
47,e4,e5,0.3480381592956258,d5,0.1897383093109774,c5,0.15669490016720702,e6,0.10447580116869506,Nf6,0.07349265920343731,e5,39.89251151409842,-23,65
48,e4,e5,0.3468880069120861,d5,0.1910157450319625,c5,0.15945211594359007,e6,0.1028690946657364,Nf6,0.07396182144687996,e5,39.681222967560316,-70,75
49,d4,e5,0.29294932836867954,d5,0.19926366377736737,c5,0.15657081558777272,Nf6,0.1155000601654429,e6,0.10462394098039039,d5,22.93265887830986,-32,73
50,c4,e5,0.23748680980153736,d5,0.211837779676154,Nf6,0.17121443081745677,c5,0.1416697074960557,e6,0.10097156086700843,a5,0.0,14,132
51,e4,e5,0.3490848218502799,d5,0.18846299030548536,c5,0.15703314562342577,e6,0.10535988592775589,Nf6,0.075334306925144,e5,39.88286673032862,3,48
52,c4,e5,0.23797515141267298,d5,0.1929944960818548,Nf6,0.17977528073580726,c5,0.15665154475676052,e6,0.10183940569230032,c6,0.0,-48,30
53,c4,e5,0.23378376573256204,d5,0.20739982395676976,Nf6,0.1887080048066221,c5,0.15471819015950605,e6,0.0960904458566525,e5,26.545214550088247,-119,104
54,d4,e5,0.293520705356229,d5,0.20198747565454495,c5,0.15354822296325088,Nf6,0.1185934601618092,e6,0.10522837063464613,d5,23.140395487998017,13,75
55,c4,e5,0.24391309294962604,d5,0.19296959093786173,Nf6,0.12887160891021318,e6,0.1186436881941919,c5,0.11497708630871999,e6,14.842055131246015,431,74
56,e4,e5,0.3453396094593912,d5,0.19248988200067146,c5,0.1656841124391844,e6,0.10032182327759376,Nf6,0.0767735299701465,e5,39.216000093643,-144,80
57,c4,e5,0.24221212738984188,d5,0.20397143142147944,Nf6,0.15862101402349094,c5,0.13467218732834418,e6,0.10824751513706544,e6,12.769189026553422,161,93
58,e4,e5,0.346103482547641,d5,0.2010441786716133,c5,0.15565149728114105,e6,0.10122540363379064,Nf6,0.07802248881680499,e5,39.23866444250166,-52,111
59,c4,e5,0.23963284769031826,d5,0.19594350857066806,Nf6,0.1760654493646468,c5,0.1499073948766562,e6,0.10409906608745106,g6,0.0,28,41
60,d4,e5,0.29124410525140326,d5,0.19442739830404757,c5,0.16686994793091486,Nf6,0.11855073249193174,e6,0.10223146635456012,d5,22.262926033200145,-131,52
61,e4,e5,0.3466486063362473,d5,0.20205920816517295,c5,0.15089563247314758,e6,0.10242620514035998,Nf6,0.07631093720855528,e5,39.46630846278475,-5,118
62,c4,e5,0.240130597732631,d5,0.19639156043840958,Nf6,0.17494093814404482,c5,0.1479586464471116,e6,0.10488701682797917,c5,17.11872578004048,53,42
63,c4,e5,0.23970061010807783,d5,0.19428168796755363,Nf6,0.17213258293390418,c5,0.15136492388411127,e6,0.10408732811229443,e5,27.821466363483584,5,40
64,e4,e5,0.34430715869430883,d5,0.1785030378438268,c5,0.17493162808820426,e6,0.1009492192516817,Nf6,0.07344191054536306,e5,39.47874655441146,-203,24
65,c4,e5,0.24090486331004726,d5,0.19702098553103578,Nf6,0.16499139873473556,c5,0.1459522546205327,e6,0.10569926254208649,e5,28.190225672919635,49,59
66,e4,e5,0.34830009372402154,d5,0.1915394883780444,c5,0.15446772210086465,e6,0.10475439829622804,Nf6,0.07361060715181837,e5,39.91189933175756,-2,72
67,d4,e5,0.29393727115621027,d5,0.19609648221321627,c5,0.15466066139812942,Nf6,0.11250137616348099,e6,0.10643447412146835,d5,22.70606880611049,3,60
68,c4,e5,0.239070831919931,d5,0.2089727989775904,Nf6,0.16115475856420047,c5,0.13963147152479424,e6,0.10318955830615169,c5,16.388296834914158,38,129
69,e4,e5,0.3458512195833064,d5,0.19363187640912502,c5,0.1549888732296981,e6,0.1026816661767119,Nf6,0.07122043892254253,e6,11.82458910429304,-59,100
70,e4,e5,0.3483004788116221,d5,0.1863368619133594,c5,0.1547767762878688,e6,0.10586299125680301,Nf6,0.07113952874738409,e6,12.218485510767183,4,54
71,c4,e5,0.24142784728006966,d5,0.19094168227253688,Nf6,0.15643639809372178,c5,0.14617285201035984,e6,0.10737351590723596,e5,28.66114908827339,54,41
72,c4,e5,0.24116280407730012,d5,0.18929095445042687,Nf6,0.1564443356682353,c5,0.14756454988184112,e6,0.10718952035895249,e6,12.735607996764916,42,34
73,e4,e5,0.34894579300539524,d5,0.18210985719295056,c5,0.15358415755814395,e6,0.10762344628252069,Nf6,0.07079361170095155,e6,12.470029560595314,47,29
74,e4,e5,0.3447786848445577,d5,0.1778414040162449,c5,0.16640453942596115,e6,0.10310736573609691,Nf6,0.06858673587337086,e5,40.05706775849113,-137,34
75,c4,e5,0.24079157852836772,d5,0.19678945981661003,Nf6,0.1572757272751022,c5,0.14600709812772655,e6,0.10548593811570477,e5,28.45059784951655,19,73
76,e4,e5,0.34823533785298494,d5,0.2015651074750753,c5,0.1588536997705706,e6,0.10186216771492701,Nf6,0.08879268968339016,Nf6,9.873434985845314,-1,71
77,Nf3,e5,0.5811142184237041,d5,0.1315810810065676,c5,0.11516167323448258,e6,0.07767168533170356,Nc6,0.03292084713158546,Nf6,0.0,110,82
78,e4,e5,0.3531468548568788,d5,0.20318966920601955,c5,0.1443486217667828,e6,0.10806398336220593,Nf6,0.0904716787192353,f6,0.0,229,50
79,Nf3,e5,0.58360003989134,c5,0.12921175303204402,d5,0.12784079051789451,e6,0.07607531659011395,Nc6,0.02508359627734338,e6,8.077552343359338,-24,35
80,b3,Nf6,0.3212984147526115,d5,0.1819947255523817,e5,0.15625290060211142,c5,0.14161091692240313,e6,0.08374836785649989,Nf6,36.30878981359169,-181,61
81,Nf3,e5,0.5837856040685954,c5,0.13741305240319493,d5,0.1288598022906654,e6,0.07424718930077971,Nc6,0.020660752570720274,d5,13.636442756506096,-111,28
82,d4,e5,0.29469165259315233,d5,0.2094878655476107,c5,0.14434533414380546,Nf6,0.1373010947603267,e6,0.10727994270136423,f6,0.0,196,57
83,Nf3,e5,0.583472035835411,c5,0.13534326379804332,d5,0.13232949823295564,e6,0.07374082140710912,Nc6,0.02087548892903127,c5,14.310512731409265,-107,52
84,Nf3,e5,0.582859659682098,d5,0.13052040874294082,c5,0.12553803053413432,e6,0.07599716443079638,Nc6,0.026809095792950845,d5,13.859725244463872,-2,59
85,f3,e5,0.36970721034754755,d5,0.20038422372780865,c5,0.1748592241666576,e6,0.09322042308703107,Nf6,0.0818435351406723,e5,40.184927905405374,-187,76
86,g3,e5,0.42046590645016346,c5,0.19421183239763187,d5,0.16223072343426506,e6,0.08837118479100953,Nf6,0.042947159332342104,Nf6,4.728682200244534,-433,8
87,Nf3,e5,0.5810048376831449,d5,0.13359695885873404,c5,0.11499792219470549,e6,0.07718914139776022,Nc6,0.03237496322560389,d6,0.0,103,94
88,Nf3,e5,0.5819356007910909,d5,0.13475360074781123,c5,0.12117694568332828,e6,0.07570944259972016,Nc6,0.02818323191926106,b6,0.0,26,91
89,d4,e5,0.2962475113702245,d5,0.22423239103424872,Nf6,0.14199999677482242,c5,0.12219077405659981,e6,0.1121157222188852,f6,0.0,488,93
90,b4,Nf6,0.28072509289539954,d5,0.19488069432384478,e5,0.1809038524209054,c5,0.14137601813770245,e6,0.08981810169211883,Nf6,31.623735948016545,-69,74
91,Nf3,e5,0.5764160050526846,d5,0.11901831433325707,c5,0.10802637179310087,e6,0.08171074472367382,Nc6,0.04184097780814592,d6,0.0,246,19
92,e4,e5,0.3485484426833282,d5,0.19984578541209455,c5,0.15916905921916838,e6,0.10229532762682234,Nf6,0.0875121600690477,Nf6,9.752062637434067,-2,66
93,c4,e5,0.23037311904810973,Nf6,0.19038335479382917,d5,0.1886559388361003,c5,0.18116990072200725,e6,0.09192703419462286,Nf6,21.572956174654703,-361,34
94,e4,e5,0.34792706610264557,d5,0.18787124929533572,c5,0.16312573646105238,e6,0.10343178410092985,Nf6,0.0771057829011894,e5,39.56137012018661,-64,45
95,d4,e5,0.2980885886035114,d5,0.2042698965845414,c5,0.13466823862407346,Nf6,0.11578681089010012,e6,0.11314145372120477,e6,13.065512091707166,288,65
96,e4,e5,0.34726089139402316,d5,0.1885169538628141,c5,0.16403360013125248,e6,0.1026734798807529,Nf6,0.07658323107865443,e5,39.50329549381952,-88,53
97,e4,e5,0.34926080498003526,d5,0.1851990373206252,c5,0.1503144834851659,e6,0.10784300929684648,Nf6,0.07015391885603868,e6,12.499606217119897,68,46
98,e4,e5,0.34682053931343354,d5,0.19258150051995965,c5,0.1552476655237544,e6,0.10343272210821905,Nf6,0.0721770370189303,e5,39.852544380997266,-41,88
99,e4,e5,0.34825758167757515,d5,0.1778712839332923,c5,0.15653620076619215,e6,0.10764310905072369,Nf6,0.07180737309280973,c5,18.157218140284247,39,4
100,Nf3,e5,0.569803945441177,d5,0.11895877298935016,c5,0.10984529334160217,e6,0.07936971547152225,Nc6,0.049190717194004994,d5,12.830330206233526,145,50
101,e4,e5,0.3488111585859295,d5,0.17773244074533665,c5,0.13140557714643772,e6,0.1150126512183109,Nf6,0.06279775575311038,e5,41.735825169531246,313,22
102,Nf3,e5,0.5765269092037848,d5,0.12290034448515695,c5,0.11988747656673272,e6,0.07754567693050214,Nc6,0.03743646002842943,Nc6,4.006912721439143,37,47
103,e4,e5,0.3492256637558795,d5,0.191708583135981,c5,0.1554197102099153,e6,0.10509247839354527,Nf6,0.07637831175355787,e6,11.971920217891702,14,60
104,Nf3,e5,0.5777538185074865,d5,0.12974588685202215,c5,0.11302859137206712,e6,0.07776298961733624,Nc6,0.0377063516281625,g6,0.0,113,88
105,e4,e5,0.34623954367579135,d5,0.1963164001621149,c5,0.16678967116393104,e6,0.09996543639623774,Nf6,0.08465130575053675,e5,38.73088625120181,-113,69
106,e4,e5,0.34677531839494685,d5,0.1926146412226926,c5,0.1689623870619287,e6,0.10060900385091934,Nf6,0.08474673370074041,e5,38.80185538360041,-113,49
107,e4,e5,0.3493897229585842,d5,0.20670202886017042,c5,0.1485910483758143,e6,0.10384977231971415,Nf6,0.08606543583314664,e5,39.05549975502448,94,96
108,d4,e5,0.29058720416657574,d5,0.20957845236669811,c5,0.15602161609860812,Nf6,0.13032228355469572,e6,0.1013236839004167,d5,23.605610029442303,-28,95
109,e4,e5,0.3519239947638519,d5,0.1925101727170648,c5,0.1452276938727053,e6,0.10914624170400015,Nf6,0.07577307353851201,e5,40.23914579702463,160,52
110,e4,e5,0.3438326235749187,d5,0.19479420491020644,c5,0.17815350367907734,e6,0.09700758230381984,Nf6,0.09693968122163825,d5,21.38885500254288,-171,33
111,e4,e5,0.3513371776852834,d5,0.20621699889390857,c5,0.1445377547591291,e6,0.10615785710361528,Nf6,0.08674532795072538,e5,39.25576478018915,171,83
112,e4,e5,0.34887427395373455,d5,0.2000797488342908,c5,0.15639857718934108,e6,0.10300301486438963,Nf6,0.08480281324600464,e5,39.06073804853069,15,74
113,e4,e5,0.3484263853905701,d5,0.18439255156398776,c5,0.16731748186187395,e6,0.10383646423442745,Nf6,0.08369640688872532,e5,39.25182377485248,-40,2
114,e4,e5,0.35015120401023275,d5,0.20521558536487378,c5,0.14773641419736389,e6,0.10479588406206337,Nf6,0.08520298367133988,e5,39.20617981528691,113,89
115,e4,e5,0.35125167907872445,d5,0.18497970698573515,c5,0.1507510179977624,e6,0.10918034762299872,Nf6,0.07613239521996579,e5,40.26752645878282,128,15
116,e4,e5,0.34874789061535516,d5,0.19638703944917726,c5,0.15923981113480712,e6,0.1030213717636155,Nf6,0.0831762390723606,e5,39.15997277686941,-13,63
117,d4,e5,0.29264734449378893,d5,0.20296307499800337,c5,0.1569801814207587,Nf6,0.12623412400896245,e6,0.10376316224380881,d5,22.996358543949206,-6,66
118,e4,e5,0.3485442772834893,d5,0.19668675870104754,c5,0.15906207215776694,e6,0.10286438473458184,Nf6,0.0826280328625004,e5,39.171718037766354,-18,67
119,e4,e5,0.35042717526541656,d5,0.19018515296513566,c5,0.15735371483077834,e6,0.10582486369254619,Nf6,0.08102205009792934,c5,17.783839354098983,43,32
120,e4,e5,0.34599229914989366,d5,0.2037697976925788,c5,0.15773893838431588,e6,0.100240686429957,Nf6,0.08296690756456897,e5,38.84461066155507,-57,108
121,e4,e5,0.34372058043554016,d5,0.19433963361205206,c5,0.17377328628619007,e6,0.09750132514328963,Nf6,0.08319738596011485,e5,38.51071995284844,-213,75
122,c4,e5,0.23537620876170862,d5,0.19764672160260352,Nf6,0.1896935528644817,c5,0.15960559913045708,e6,0.09824103849350418,e5,26.730191531728643,-107,50
123,e4,e5,0.3474593170498308,d5,0.19094656866865325,c5,0.16765062037122413,e6,0.10161742494011217,Nf6,0.08345943170119681,e5,38.99072030980722,-92,42
124,e4,e5,0.3479513545035834,d5,0.20069402491021873,c5,0.15754223996707678,e6,0.10205568080611832,Nf6,0.08407982234384222,e5,38.99387404830562,-15,83
125,e4,e5,0.34895439302976017,d5,0.19590330595282843,c5,0.15978672467020485,e6,0.10314602330435663,Nf6,0.08407869625982595,e5,39.12618747757996,-9,57
126,e4,e5,0.3478889714175344,d5,0.1984600964092295,c5,0.16105928342640252,e6,0.10172559305989323,Nf6,0.08548922089444795,e6,11.37077565348959,-37,69
127,e4,e5,0.35145647716988776,d5,0.19033263554468977,c5,0.14474042879356297,e6,0.10946885485439266,Nf6,0.07332015413172607,e5,40.42896323448566,156,51
128,e4,e5,0.3399410120947086,d5,0.21170129863076098,c5,0.15799022963932438,e6,0.0952995468231469,Nf6,0.08064238517366258,e5,38.38649630314792,-165,172
129,e4,e5,0.3510595911671437,d5,0.18835150263690717,c5,0.1518634275298633,e6,0.10790846622712069,Nf6,0.07668634717258638,e5,40.081274368843125,96,33
130,e4,e5,0.34479653698449825,d5,0.19420025358958892,c5,0.17063884519349992,e6,0.09873582736227582,Nf6,0.08222324135666574,e5,38.71531407581075,-175,73
131,e4,e5,0.3480864372609115,d5,0.18952421149855844,c5,0.16663206928847987,e6,0.10252065584234821,Nf6,0.08316293621889691,e5,39.11407419994144,-69,33
132,d4,e5,0.2956811263658653,d5,0.20609205017023044,c5,0.1394161082232733,Nf6,0.11225193726072753,e6,0.10947238972405002,d5,23.883277232546032,169,95
133,a3,Nf6,0.41631416738550403,d5,0.16104781558026485,c5,0.11778242648759801,e5,0.11466294073723667,e6,0.07544668606743556,d5,18.192271255945077,-93,45
134,e4,e5,0.34617383944458713,d5,0.19258926259138504,c5,0.17064261330046873,e6,0.099925014891867,Nf6,0.08489778221513904,d5,21.536918126793104,-136,51
135,d4,e5,0.2940321728578099,d5,0.20860819944772566,c5,0.14686140131140552,Nf6,0.12402486377047967,e6,0.10598941536127794,d5,23.71852097477641,98,88
136,e4,e5,0.3457838801200021,d5,0.21203618313284936,c5,0.15141292685952248,e6,0.10008589803677889,Nf6,0.08741507519418194,d5,23.6453833355776,11,129
137,e4,e5,0.3531504863829326,d5,0.19334872068142087,c5,0.1261501385449928,e6,0.11536567616601781,Nf6,0.06886555064150425,e5,41.21350136190584,388,66
138,e4,e5,0.35284544581641436,d5,0.19533386286982843,c5,0.1393596822584195,e6,0.11067667176852947,Nf6,0.07552288376275584,e5,40.383413006047064,231,61
139,e4,e5,0.34284382832682203,d5,0.17267940347206562,e6,0.11843232552022993,c5,0.11456740001635597,Nf6,0.053240124565624526,e5,42.76123908248418,476,41
140,e4,e5,0.3385679910883182,d5,0.1775591597131509,c5,0.13817761601082848,e6,0.10637684219331564,Nf6,0.05316778899997635,Nf6,6.532878089025901,36,104
141,e4,e5,0.340484799065157,c5,0.1887289911342283,d5,0.17704619989040463,e6,0.09650666326638417,Nf6,0.0749334134441657,c6,0.0,-362,28
142,d4,e5,0.2890912466998356,d5,0.1766507082205093,c5,0.12692900522900566,e6,0.11546791779050115,Nf6,0.07856126008002241,d5,22.45464309503485,255,52
143,e4,e5,0.34024535345676016,d5,0.17984311333231673,e6,0.11489751787160907,c5,0.11361852071659868,Nf6,0.05087831748109005,c5,14.211502419824443,400,103
144,e4,e5,0.3401935558524171,d5,0.16869843203643076,c5,0.12071920855891632,e6,0.11555358474536366,Nf6,0.05164541249495916,e5,42.6944281771559,359,39
145,e3,e5,0.31074044516266064,d5,0.19009274796564293,c5,0.18499886847936048,e6,0.09425406820121297,Nf6,0.09001934510770668,e6,10.832487660217174,-419,96
146,d4,e5,0.2831136630758667,d5,0.16914829489559202,c5,0.14131402758750694,e6,0.10855836838650812,Nf6,0.07329021670251736,e6,13.999861817093343,-7,59
147,e4,e5,0.3325336117939321,d5,0.1630724158693053,c5,0.13613995797314574,e6,0.10722194336236404,Nf6,0.047417799090147206,c6,0.0,46,64
148,Nf3,e5,0.5200158574607052,c5,0.11229635214368906,Nc6,0.09699216058393183,d5,0.09403345904191236,e6,0.07320366188114041,d5,10.488467067524756,-119,13
149,e3,e5,0.30741457428501423,d5,0.16421879352253646,c5,0.1372293936578271,e6,0.10924478115107736,Nf6,0.05871892002679141,e5,39.57313364930936,56,48
150,e4,e5,0.33011224067837147,d5,0.1627562411950586,c5,0.13349799203967244,e6,0.10657664840167622,c6,0.0463117727105468,Nf6,0.0,45,78
151,e4,e5,0.3312527212315645,d5,0.1602503095669948,c5,0.13692006336146423,e6,0.10703548073639957,Nf6,0.04677042824739955,e5,42.34728192130962,36,54
152,d4,e5,0.2642426913892327,d5,0.149159732974788,e6,0.11111319894257118,c5,0.10861228993919482,d6,0.05929352519935777,d5,21.5417554531141,294,53
153,f4,e5,0.3781310958298614,d5,0.14605160335893497,c5,0.1338559965719954,e6,0.10231998971719085,Nc6,0.0511260997015041,d5,17.998070453857103,34,35
154,d4,e5,0.28330073632617425,d5,0.16806844675127264,c5,0.14498450763178566,e6,0.1079975990112627,Nf6,0.0746918669797547,d5,21.573701701347442,-38,49
155,g3,e5,0.3896758034835646,d5,0.133495463523817,c5,0.12112242409827229,e6,0.09846498108096147,Nc6,0.07197797069627786,e5,47.8284371873495,84,43
156,g4,e5,0.42157190568080977,d5,0.1352531797361341,c5,0.12877382386679811,e6,0.09350384834950953,Nc6,0.06797445536675274,e5,49.76782508264777,-41,65
157,e4,e5,0.3342971648951694,d5,0.16412053044546054,c5,0.14957673435027882,e6,0.10432217727760454,Nf6,0.05068448282463797,e5,41.630972752637554,-96,57
158,d4,e5,0.2856672916461309,d5,0.17827379731239085,c5,0.14667094528376665,e6,0.10647159419226071,Nf6,0.07888916346784021,d5,22.396971243993562,-73,88
159,e4,e5,0.3286285726665613,d5,0.1586328676412095,c5,0.1306323248339095,e6,0.1077546535467634,Nc6,0.04718353731160788,e5,42.522642874066065,91,60
160,e4,e5,0.3325489004586259,d5,0.1747283457134691,c5,0.12753490904954687,e6,0.10659536405924588,c6,0.04988713348012923,e5,42.02592539937973,100,128
161,e4,e5,0.3276643444261754,d5,0.17753420709172738,c5,0.1410201593696489,e6,0.09916237958582402,c6,0.055478653517446075,e5,40.91407351721384,-152,167
162,e4,e5,0.33933754087464646,d5,0.17836370767225349,c5,0.17025302342261678,e6,0.09890643193188714,Nf6,0.06293800968479062,e5,39.93151971748986,-279,80
163,e4,e5,0.3362027557980087,d5,0.16128878955828882,c5,0.14292379027958863,e6,0.10818781224420779,Nf6,0.05191888697989599,e5,41.997938989500774,44,21
164,f4,e5,0.3900519732570896,d5,0.16451014511440323,c5,0.12955881021273846,e6,0.1043154594025343,Nc6,0.04333344465916272,d5,19.77832552439212,127,87
165,e4,e5,0.3402345497425168,d5,0.17053184125788196,c5,0.14555284087266232,e6,0.10724988002663896,Nf6,0.05507670333712675,e5,41.560653387581304,11,53
166,d4,e5,0.2953388539262223,d5,0.20373678351028773,c5,0.1475910911695025,Nf6,0.12366528317925764,e6,0.10776741483023815,e5,33.633873907031,124,61
